Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Same_Location,Hour,Sender_transaction_count,Receiver_transaction_count,currency_match
6983.16,UK pounds,UK pounds,UK,UK,ACH,1,True,8,5,22,1
13795.71,UK pounds,UK pounds,UK,UK,Credit card,1,True,8,204,228,1
76.87,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,9,31,222,1
105.98,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,9,31,36,1
10257.07,UK pounds,Turkish lira,UK,Turkey,Cross-border,1,False,9,630,1,0
23010.91191378696,UK pounds,UK pounds,UK,UK,Credit card,1,True,11,194,9,1
4050.55,UK pounds,UK pounds,UK,UK,Credit card,1,True,11,6,44,1
483.3,UK pounds,Turkish lira,UK,Turkey,Cross-border,1,False,12,654,1,0
7754.01,UK pounds,US dollar,UK,UK,Debit card,1,True,13,179,54,0
2310.75,UK pounds,Euro,UK,Italy,Cross-border,1,False,14,4,44,0
6004.2,UK pounds,Albanian lek,UK,Albania,Cross-border,1,False,14,304,41,0
4118.34,UK pounds,Turkish lira,UK,Turkey,Cross-border,1,False,15,630,1,0
16429.515087834323,UK pounds,UK pounds,UK,UK,Cheque,1,True,15,155,8,1
7603.76,UK pounds,UK pounds,UK,UK,Credit card,1,True,15,233,26,1
2688044.64,UK pounds,UK pounds,UK,UK,Credit card,1,True,16,159,20,1
5789.15,UK pounds,UK pounds,UK,UK,Debit card,1,True,17,304,3,1
4273.93,Euro,UK pounds,Italy,UK,Cross-border,1,False,18,196,22,0
114.04,UK pounds,US dollar,UK,USA,Cash Withdrawal,1,False,20,132,20,0
3750.318898436774,UK pounds,Mexican Peso,UK,Mexico,Cross-border,1,False,20,4,18,0
1035.21,UK pounds,UK pounds,UK,UK,Debit card,1,True,21,672,1,1
5737.43,Pakistani rupee,Albanian lek,UK,Albania,Cross-border,1,False,21,185,32,0
33.28,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,22,258,52,1
4559.64,UK pounds,UK pounds,UK,UK,Debit card,1,True,23,121,35,1
2816.38,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,3,202,7,1
8313.11,UK pounds,UK pounds,UK,UK,ACH,1,True,3,297,100,1
9815.01,UK pounds,UK pounds,UK,UK,Credit card,1,True,4,297,11,1
4930.58,UK pounds,UK pounds,UK,UK,ACH,1,True,5,18,35,1
90.18,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,5,258,52,1
5429.6,UK pounds,Albanian lek,UK,Albania,Cross-border,1,False,6,16,32,0
12235.98,UK pounds,UK pounds,UK,UK,ACH,1,True,8,209,10,1
7636.06,UK pounds,UK pounds,UK,UK,Debit card,1,True,10,107,26,1
72532.12728610338,UK pounds,UK pounds,UK,UK,Cheque,1,True,10,122,189,1
139.76,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,10,19,27,1
8231.19,UK pounds,UK pounds,UK,UK,Debit card,1,True,10,19,42,1
7744.01,UK pounds,Mexican Peso,UK,Mexico,Cross-border,1,False,10,654,1,0
8331.22,UK pounds,UK pounds,UK,UK,ACH,1,True,10,297,10,1
75.89,UK pounds,Indian rupee,UK,India,Cash Withdrawal,1,False,11,95,115,0
4054.42,UK pounds,UK pounds,UK,UK,Debit card,1,True,11,276,251,1
11115.593940913875,Dirham,UK pounds,UK,UK,ACH,1,True,11,253,11,0
259.5,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,12,19,27,1
2768.71,UK pounds,Naira,UK,Nigeria,Cross-border,1,False,15,630,1,0
3747.94,UK pounds,UK pounds,UK,UK,ACH,1,True,15,191,34,1
98.37,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,18,31,222,1
7402.01,UK pounds,UK pounds,UK,UK,Debit card,1,True,19,267,146,1
26569.87,Yen,UK pounds,UK,UK,Debit card,1,True,19,204,13,0
3867.03,UK pounds,Naira,UK,Nigeria,Cross-border,1,False,19,257,49,0
4095.313818911823,UK pounds,UK pounds,UK,UK,Cheque,1,True,20,4,3,1
2193.31,Swiss franc,Indian rupee,Switzerland,UK,Cross-border,1,False,21,14,259,0
19175.45,UK pounds,UK pounds,UK,UK,Cheque,1,True,21,209,186,1
5826.73,UK pounds,Albanian lek,UK,Albania,Cross-border,1,False,21,16,41,0
108.79,UK pounds,US dollar,UK,USA,Cash Withdrawal,1,False,21,132,20,0
7808.01,UK pounds,UK pounds,UK,UK,ACH,1,True,22,5,54,1
20603.6616559108,UK pounds,Mexican Peso,UK,Mexico,Cross-border,1,False,23,265,2,0
5371.25,UK pounds,Albanian lek,UK,UK,Debit card,1,True,23,209,10,0
164.63,UK pounds,Indian rupee,UK,India,Cash Withdrawal,1,False,23,180,36,0
5815.9,UK pounds,Albanian lek,UK,Albania,Cross-border,1,False,8,226,41,0
3867.43,UK pounds,UK pounds,UK,UK,Cheque,1,True,8,218,34,1
27.19,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,9,31,222,1
2302.4,Mexican Peso,Euro,UK,Italy,Cross-border,1,False,9,6,44,0
5341.83,UK pounds,Euro,UK,Spain,Cross-border,1,False,9,204,7,0
8524.68611268091,UK pounds,UK pounds,UK,UK,Cheque,1,True,9,118,1,1
192.74,UK pounds,US dollar,UK,USA,Cash Withdrawal,1,False,9,132,20,0
7655.02,UK pounds,UK pounds,UK,UK,Credit card,1,True,10,209,2,1
4237.97,UK pounds,UK pounds,UK,UK,Cheque,1,True,10,21,2,1
5251.32,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,10,246,29,1
11342.17,UK pounds,UK pounds,UK,UK,ACH,1,True,10,370,3,1
161021.82,UK pounds,UK pounds,UK,UK,Credit card,1,True,12,266,15,1
3425.35,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,12,31,41,1
220.14,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,13,19,27,1
39.71,UK pounds,Indian rupee,UK,India,Cash Withdrawal,1,False,13,180,36,0
2293.59,UK pounds,UK pounds,UK,UK,ACH,1,True,13,12,259,1
1387.65,UK pounds,Swiss franc,UK,Switzerland,Cross-border,1,False,14,738,1,0
1876.91,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,15,180,30,1
8160.18,Euro,UK pounds,Germany,UK,Cross-border,1,False,15,4,54,0
73.64,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,15,19,27,1
7561.26,UK pounds,UK pounds,UK,UK,ACH,1,True,15,205,26,1
878.24,UK pounds,UK pounds,UK,UK,Credit card,1,True,15,738,1,1
7739.38,Mexican Peso,UK pounds,UK,UK,ACH,1,True,16,4,42,0
5289.42,Turkish lira,Albanian lek,Turkey,Albania,Cross-border,1,False,17,385,32,0
17542.48,UK pounds,UK pounds,UK,UK,Credit card,1,True,17,297,4,1
110.29,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,17,258,52,1
195558.58,UK pounds,UK pounds,UK,UK,Debit card,1,True,20,33,218,1
4188.76,UK pounds,UK pounds,UK,UK,Credit card,1,True,21,315,44,1
4798.99,UK pounds,UK pounds,UK,UK,Cheque,1,True,22,16,35,1
3985.42,Mexican Peso,Naira,Mexico,Nigeria,Cross-border,1,False,22,251,49,0
7346.15,UK pounds,UK pounds,UK,UK,Cheque,1,True,22,6,146,1
6450.01,UK pounds,UK pounds,UK,UK,Cheque,1,True,23,370,13,1
5785.83,UK pounds,Albanian lek,UK,Albania,Cross-border,1,False,3,20,32,0
1559.97,UK pounds,UK pounds,UK,UK,Credit card,1,True,3,704,1,1
4205.83,UK pounds,US dollar,UK,UK,Credit card,1,True,3,204,44,0
7798.79,Swiss franc,UK pounds,Switzerland,UK,Cross-border,1,False,9,135,26,0
2291.54,Naira,UK pounds,Nigeria,UK,Cross-border,1,False,9,263,259,0
9308.55,UK pounds,UK pounds,UK,UK,Cheque,1,True,9,204,24,1
4085.77,Swiss franc,UK pounds,USA,UK,Cross-border,1,False,10,344,34,0
1853.41,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,10,246,29,1
8115.96,UK pounds,UK pounds,UK,UK,Debit card,1,True,11,18,42,1
3161.93,Indian rupee,Yen,UK,UK,Debit card,1,True,11,17,41,0
176.01,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,12,19,27,1
3373.16,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,13,246,29,1
2016.56,UK pounds,UK pounds,UK,UK,Debit card,1,True,13,738,1,1
2492.7,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,14,93,28,1
2280.62,UK pounds,Euro,UK,Italy,Cross-border,1,False,14,15,44,0
19097.767842421523,Mexican Peso,UK pounds,Mexico,UK,Cross-border,1,False,15,175,19,0
11934.05,UK pounds,UK pounds,UK,UK,ACH,1,True,16,15,2,1
15473.64,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,16,149,27,1
3919.79,UK pounds,Naira,UK,Nigeria,Cross-border,1,False,16,21,49,0
3681.09,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,17,31,41,1
11652.71,UK pounds,UK pounds,UK,UK,Debit card,1,True,17,370,10,1
10641.59964465814,UK pounds,Euro,UK,France,Cross-border,1,False,17,283,15,0
1053.49,UK pounds,Naira,UK,Nigeria,Cross-border,1,False,18,672,1,0
2824.06,UK pounds,Euro,UK,Italy,Cross-border,1,False,19,203,194,0
5157.16,UK pounds,Dirham,UK,UAE,Cross-border,1,False,19,630,1,0
5917.62,UK pounds,Albanian lek,UK,Albania,Cross-border,1,False,20,204,41,0
1762.08,UK pounds,UK pounds,UK,UK,Cheque,1,True,20,672,1,1
110.97,UK pounds,US dollar,UK,USA,Cash Withdrawal,1,False,20,132,20,0
4536.38,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,1,False,22,654,1,0
68844.61533376899,UK pounds,UK pounds,UK,UK,Cheque,1,True,22,18,8,1
6718.59,UK pounds,US dollar,UK,USA,Cross-border,1,False,1,704,1,0
4090.76,UK pounds,UK pounds,UK,UK,Credit card,1,True,3,29,251,1
2243.66,UK pounds,Euro,UK,Italy,Cross-border,1,False,5,13,44,0
9921.49,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,5,6,15,1
6184.231410076674,UK pounds,UK pounds,UK,UK,ACH,1,True,6,139,13,1
4000.42,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,7,93,28,1
47532.33393031663,UK pounds,UK pounds,UK,UK,ACH,1,True,9,264,8,1
9344.68,UK pounds,Swiss franc,UK,Switzerland,Cross-border,1,False,10,738,1,0
3518.82,Swiss franc,Euro,UK,Italy,Cross-border,1,False,10,268,42,0
8542.338123106456,UK pounds,UK pounds,UK,UK,ACH,1,True,10,214,8,1
102.57,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,11,19,27,1
3822.06,UK pounds,Pakistani rupee,UK,UK,Credit card,1,True,12,352,18,0
61062.75815762096,Turkish lira,UK pounds,Turkey,UK,Cross-border,1,False,12,282,16,0
5114.26,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,12,31,41,1
56.59,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,12,258,52,1
6042.31,UK pounds,Albanian lek,UK,Albania,Cross-border,1,False,13,231,41,0
2604.93,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,14,180,30,1
5811.01,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,14,246,29,1
4192.81,UK pounds,UK pounds,UK,UK,ACH,1,True,15,17,44,1
6213931.56,UK pounds,UK pounds,UK,UK,Credit card,1,True,16,20,4,1
1374.64,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,17,229,33,1
14301.994816871516,UK pounds,UK pounds,UK,UK,Credit card,1,True,17,158,8,1
3355.95,UK pounds,Mexican Peso,UK,Mexico,Cross-border,1,False,17,738,1,0
63.96,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,17,31,222,1
7383.77,UK pounds,UK pounds,UK,UK,Debit card,1,True,18,14,26,1
7548.43,UK pounds,UK pounds,UK,UK,Debit card,1,True,18,113,146,1
17953.81,UK pounds,Albanian lek,UK,Albania,Cross-border,1,False,19,738,1,0
3904.73,UK pounds,Naira,UK,Nigeria,Cross-border,1,False,20,11,49,0
7863.05,UK pounds,UK pounds,UK,UK,Cheque,1,True,20,265,42,1
8607.53,UK pounds,UK pounds,UK,UK,Cheque,1,True,20,276,240,1
11061.0,UK pounds,UK pounds,UK,UK,Cheque,1,True,0,213,18,1
2723.79,UK pounds,UK pounds,UK,UK,Cheque,1,True,1,704,1,1
2177.23,US dollar,Euro,USA,Italy,Cross-border,1,False,2,202,44,0
4219.37,UK pounds,UK pounds,UK,UK,ACH,1,True,3,13,44,1
321.58,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,4,258,52,1
148.33,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,6,31,222,1
5332.06,UK pounds,UK pounds,UK,UK,Debit card,1,True,6,370,24,1
2249.75,UK pounds,UK pounds,UK,UK,Credit card,1,True,8,14,259,1
3070.69,US dollar,UK pounds,UK,UK,Credit card,1,True,8,704,1,0
6230.3,Naira,UK pounds,UK,UK,ACH,1,True,8,15,43,0
22310.45,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,8,101,7,1
3402.31,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,9,248,26,1
1842.25,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,9,246,29,1
8258.75,UK pounds,UK pounds,UK,UK,ACH,1,True,10,7,42,1
17446.238398702397,UK pounds,UK pounds,UK,UK,ACH,1,True,10,94,153,1
2823.19,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,11,31,41,1
7629.38,UK pounds,UK pounds,UK,UK,Cheque,1,True,11,21,16,1
5953.43,UK pounds,Indian rupee,UK,Albania,Cross-border,1,False,11,156,41,0
15766.56,UK pounds,UK pounds,UK,UK,Credit card,1,True,11,370,228,1
2228.46,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,12,229,33,1
24.77,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,12,19,27,1
7662.52,Dirham,UK pounds,UK,UK,Cheque,1,True,13,24,26,0
3963.62,UK pounds,Naira,UK,Nigeria,Cross-border,1,False,13,128,49,0
4100.67,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,13,36,20,1
3142.62,Dirham,UK pounds,UK,UK,Cheque,1,True,13,15,41,0
6213.46,UK pounds,UK pounds,UK,UK,Debit card,1,True,13,16,159,1
3255.67069733483,UK pounds,UK pounds,UK,UK,ACH,1,True,14,259,183,1
4624.05,Naira,UK pounds,UK,UK,Debit card,1,True,14,311,45,0
30678.38,UK pounds,UK pounds,UK,UK,ACH,1,True,14,15,6,1
2792.75,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,14,93,28,1
2325.26,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,15,180,30,1
1165.29,UK pounds,Dirham,UK,UAE,Cross-border,1,False,17,115,17,0
1184.56,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,17,120,18,1
275.74,UK pounds,Euro,UK,Austria,Cash Withdrawal,1,False,18,256,30,0
7170.85,UK pounds,UK pounds,UK,UK,ACH,1,True,18,738,1,1
9630.0,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,18,18,13,1
89904.53,UK pounds,UK pounds,UK,UK,ACH,1,True,18,20,5,1
8745.85,Pakistani rupee,Euro,Pakistan,UK,Cross-border,1,False,19,271,240,0
3559.89,UK pounds,Euro,UK,Italy,Cross-border,1,False,19,176,42,0
105674.69,UK pounds,Euro,UK,Austria,Cross-border,1,False,19,15,2,0
3988.5,UK pounds,UK pounds,UK,UK,Cheque,1,True,19,19,18,1
143.11,UK pounds,Euro,UK,Austria,Cash Withdrawal,1,False,20,256,30,0
15350.29,UK pounds,Euro,UK,Germany,Cross-border,1,False,20,268,7,0
5604.5,UK pounds,UK pounds,UK,UK,ACH,1,True,21,331,44,1
11422.25,UK pounds,UK pounds,UK,UK,Debit card,1,True,21,21,91,1
7750.24,UK pounds,UK pounds,UK,UK,Cheque,1,True,21,155,146,1
10004.27,UK pounds,Euro,UK,Spain,Cross-border,1,False,22,230,5,0
15474.83,UK pounds,Swiss franc,UK,UK,Debit card,1,True,22,204,3,0
11356.86893489068,UK pounds,UK pounds,UK,UK,Credit card,1,True,23,253,21,1
2666.69,UK pounds,Swiss franc,UK,Switzerland,Cross-border,1,False,0,704,1,0
2273.16,UK pounds,UK pounds,UK,UK,Credit card,1,True,2,330,259,1
11390.41858464573,UK pounds,Euro,UK,Austria,Cross-border,1,False,4,24,5,0
37.6,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,5,31,222,1
4684.28,UK pounds,UK pounds,UK,UK,ACH,1,True,7,255,45,1
7175.04,UK pounds,UK pounds,UK,UK,Debit card,1,True,8,96,33,1
1882.74,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,8,246,29,1
1559.4,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,8,36,20,1
1511.86,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,9,229,33,1
7879.75,UK pounds,UK pounds,UK,UK,Credit card,1,True,9,263,42,1
4037.14,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,10,31,41,1
243164.36,UK pounds,UK pounds,UK,UK,Debit card,1,True,10,32,11,1
7422.424096282186,UK pounds,UK pounds,UK,UK,Debit card,1,True,11,20,8,1
10651.593750922995,UK pounds,UK pounds,UK,UK,Cheque,1,True,11,283,14,1
7860.57,UK pounds,UK pounds,UK,UK,Debit card,1,True,11,277,42,1
100.95,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,12,19,27,1
4006.42,UK pounds,UK pounds,UK,UK,Cheque,1,True,12,224,18,1
4094.41,Albanian lek,UK pounds,UK,UK,ACH,1,True,13,195,29,0
301.1,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,13,19,27,1
3782.5,UK pounds,UK pounds,UK,UK,Debit card,1,True,14,435,34,1
22544.67,UK pounds,Turkish lira,UK,Turkey,Cross-border,1,False,16,173,11,0
14133.39,UK pounds,UK pounds,UK,UK,Credit card,1,True,16,213,10,1
8191.848238232069,UK pounds,UK pounds,UK,UK,Debit card,1,True,16,235,8,1
4272.15,UK pounds,UK pounds,UK,UK,Debit card,1,True,16,105,44,1
2428.74,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,16,248,26,1
8945.09,Euro,UK pounds,Spain,UK,Cross-border,1,False,17,20,240,0
105042.89535668863,UK pounds,UK pounds,UK,UK,ACH,1,True,17,185,16,1
16106.656116847507,UK pounds,UK pounds,UK,UK,Cheque,1,True,18,4,172,1
70.72,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,18,258,52,1
65.62,UK pounds,US dollar,UK,USA,Cash Withdrawal,1,False,18,132,20,0
7636.94,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,19,10,16,1
5632.167559858125,UK pounds,UK pounds,UK,UK,Credit card,1,True,19,200,100,1
7445.92,UK pounds,UK pounds,UK,UK,Debit card,1,True,19,19,146,1
3828.7,Moroccan dirham,Euro,Morocco,Italy,Cross-border,1,False,20,108,42,0
2254.57,UK pounds,Euro,UK,Netherlands,Cross-border,1,False,20,704,1,0
3892.57,UK pounds,Naira,UK,Nigeria,Cross-border,1,False,20,109,49,0
19660.13,Yen,UK pounds,UK,UK,Credit card,1,True,23,281,11,0
3095.35,UK pounds,Naira,UK,UK,Credit card,1,True,23,3,41,0
6205.03,UK pounds,UK pounds,UK,UK,Debit card,1,True,23,240,43,1
78.46,UK pounds,Euro,UK,Austria,Cash Withdrawal,1,False,23,256,30,0
5962.45,UK pounds,UK pounds,UK,UK,Cheque,1,True,23,352,44,1
9161.410866998169,UK pounds,UK pounds,UK,UK,Debit card,1,True,0,3,11,1
4848.77,UK pounds,UK pounds,UK,UK,ACH,1,True,5,211,32,1
13178.26,UK pounds,Turkish lira,UK,Turkey,Cross-border,1,False,7,654,1,0
5936.38,UK pounds,UK pounds,UK,UK,ACH,1,True,7,12,195,1
4694.411269716539,UK pounds,UK pounds,UK,UK,Cheque,1,True,8,261,12,1
1787.2,UK pounds,Euro,UK,Spain,Cross-border,1,False,8,738,1,0
6728.53089468039,UK pounds,Mexican Peso,UK,Mexico,Cross-border,1,False,9,139,3,0
8697.17,UK pounds,UK pounds,UK,UK,Cheque,1,True,9,253,240,1
178.74,UK pounds,Euro,UK,Austria,Cash Withdrawal,1,False,10,256,30,0
594517.63,UK pounds,UK pounds,UK,UK,ACH,1,True,11,32,14,1
9694.15,UK pounds,Albanian lek,UK,Albania,Cross-border,1,False,12,176,15,0
9658.21,UK pounds,Euro,UK,France,Cross-border,1,False,12,348,213,0
9245.8,Naira,UK pounds,UK,UK,Credit card,1,True,13,15,13,0
6409.14,UK pounds,UK pounds,UK,UK,Credit card,1,True,13,25,21,1
1972.23,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,1,False,13,654,1,0
5757.27,UK pounds,UK pounds,UK,UK,Credit card,1,True,13,21,9,1
4384.69,UK pounds,UK pounds,UK,UK,Debit card,1,True,14,284,29,1
4204.21,Dirham,UK pounds,UK,UK,Cheque,1,True,15,184,18,0
3321.33,UK pounds,UK pounds,UK,UK,Cheque,1,True,15,21,41,1
4722.28,UK pounds,UK pounds,UK,UK,Credit card,1,True,15,13,45,1
10108.99,Turkish lira,UK pounds,UK,UK,Cheque,1,True,15,12,18,0
8886.55,UK pounds,UK pounds,UK,UK,Debit card,1,True,16,140,15,1
10717.57,UK pounds,UK pounds,UK,UK,Credit card,1,True,17,145,15,1
14828.366371619612,UK pounds,UK pounds,UK,UK,Credit card,1,True,17,20,14,1
6047.54,UK pounds,UK pounds,UK,UK,Cheque,1,True,17,26,159,1
3514.93,UK pounds,Euro,UK,Italy,Cross-border,1,False,17,195,42,0
7909.103637215498,UK pounds,Naira,UK,Nigeria,Cross-border,1,False,17,118,16,0
4123.44,Euro,Naira,UK,Nigeria,Cross-border,1,False,18,365,49,0
141.08,UK pounds,Euro,UK,Austria,Cash Withdrawal,1,False,19,256,30,0
5920.67,UK pounds,UK pounds,UK,UK,Credit card,1,True,21,119,43,1
11210.303914398555,UK pounds,UK pounds,UK,UK,Cheque,1,True,22,9,23,1
2259.18,Dirham,Euro,UK,Italy,Cross-border,1,False,22,4,44,0
102217.56,UK pounds,Naira,UK,Nigeria,Cross-border,1,False,22,137,8,0
9578.04,UK pounds,UK pounds,UK,UK,Cash Deposit,1,True,23,10,15,1
7356.88,UK pounds,UK pounds,UK,UK,Debit card,1,True,23,25,33,1
2269.86,UK pounds,UK pounds,UK,UK,Debit card,1,True,23,240,259,1
5933.94,UK pounds,UK pounds,UK,UK,Cheque,1,True,0,147,43,1
416.83,UK pounds,UK pounds,UK,UK,ACH,1,True,2,653,1,1
2194.59,UK pounds,Euro,UK,Italy,Cross-border,1,False,2,116,44,0
153.56,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,4,377,39,1
4158.68,UK pounds,UK pounds,UK,UK,Cheque,1,True,8,187,18,1
4406.11,UK pounds,UK pounds,UK,UK,Credit card,1,True,8,213,45,1
151.57,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,True,8,377,39,1
4807.68,UK pounds,Indian rupee,UK,UK,Credit card,1,True,9,209,6,0
4174.32,UK pounds,Naira,UK,Nigeria,Cross-border,1,False,10,23,49,0
3093.64,UK pounds,Dirham,UK,UK,ACH,1,True,10,345,41,0
29982.16,UK pounds,UK pounds,UK,UK,Debit card,1,True,11,21,3,1
4210.88,UK pounds,UK pounds,UK,UK,Cheque,1,True,11,5,29,1
291.38,UK pounds,Euro,UK,Austria,Cash Withdrawal,1,False,14,256,30,0
11429.500728810575,UK pounds,UK pounds,UK,UK,ACH,1,True,14,8,9,1
4082.26,UK pounds,UK pounds,UK,UK,Credit card,1,True,15,19,34,1
7657.65,UK pounds,UK pounds,UK,UK,Credit card,1,True,15,229,33,1
13194.85,UK pounds,UK pounds,UK,UK,Credit card,1,True,16,363,238,1
3524.4,UK pounds,Euro,UK,Italy,Cross-border,1,False,16,4,42,0
7472.29,UK pounds,UK pounds,UK,UK,Credit card,1,True,16,205,24,1
7078.78,UK pounds,UK pounds,UK,UK,ACH,1,True,17,221,11,1
4774.09,UK pounds,UK pounds,UK,UK,Cheque,1,True,18,277,32,1
8104.02,UK pounds,UK pounds,UK,UK,ACH,1,True,19,240,15,1
2319.42,UK pounds,UK pounds,UK,UK,Credit card,1,True,19,6,259,1
5770.82,UK pounds,UK pounds,UK,UK,Cheque,1,True,20,2,44,1
64.85,UK pounds,Euro,UK,Austria,Cash Withdrawal,1,False,21,256,30,0
8587.87,Euro,UK pounds,Austria,UK,Cross-border,1,False,21,12,240,0
